feature,importance_mean,importance_std,val_imp_0,val_imp_1,val_imp_2
EXT_SOURCE_3,0.00866992637634989,0.00018298906078121564,0.008529916218719569,0.008551449728282479,0.008928413182047623
EXT_SOURCE_2,0.006825003845602584,0.0010008300092597148,0.007709829113345723,0.005425875869884411,0.007339306553577618
CODE_GENDER,0.0020596795635881016,0.00022154168270240924,0.0019170249620977797,0.0018894321879552312,0.002372581540711294
EXT_SOURCE_1,0.0013541770797173003,0.000522055017248589,0.0020920783581405145,0.0010061653761920253,0.0009642875048193611
NAME_EDUCATION_TYPE,0.0008499891988333527,0.0003361650419101219,0.00037519993713885924,0.0011084021749615536,0.001066365484399645
AMT_GOODS_PRICE,0.0007567782162289927,0.00037362055815269124,0.0012838200929312649,0.0004607207236180244,0.0005257938321376887
AMT_CREDIT,0.0007062224972678166,0.00019195732557511237,0.0009652309140857351,0.0006471271112892252,0.0005063094664284895
DAYS_EMPLOYED,0.000700254147958379,0.000623305459270182,0.0013407897174059213,0.0009044386313566966,-0.0001444659048874808
NAME_CONTRACT_TYPE,0.0006508920964386119,0.0005820086276504112,0.0008942838336305492,-0.00015173799121914744,0.0012101304469044338
FLAG_EMAIL,0.0006228105179253429,0.00027387047714827803,0.0009221364305530555,0.0006860103246827398,0.00026028479854023345
PREV_APP_AMT_DOWN_PAYMENT,0.0005329641778305527,0.0007460737339583699,0.0015857441371631698,-5.408709653498267e-05,6.723549286347108e-05
FLAG_DOCUMENT_3,0.0005215280542285964,0.0006810522051438966,0.001484666041308036,3.5260914195811566e-05,4.465720718194177e-05
PREV_APP_CNT_PAYMENT,0.0005086052901187946,0.000768239653666714,0.0015843224162499503,-0.00016121063958474124,0.00010270409369117495
OWN_CAR_AGE,0.0004989095972465218,0.0005311944605302296,0.0012063019436368005,0.0003641846174726737,-7.375776936990874e-05
FLAG_OWN_REALTY,0.0004650079701481828,0.000677703513576657,0.0007631541310624268,-0.0004728963524135432,0.0011047661317956647
